x,y,cluster
-0.79,0.704,4
-0.507,1.351,4
-0.819,1.334,4
-0.624,1.343,4
-0.624,0.713,4
-0.648,0.709,4
-1.08,2.317,4
-1.076,2.317,4
-1.095,2.947,4
-0.852,0.697,4
-1.125,2.946,4
-0.866,1.329,4
-0.915,2.327,4
-0.851,1.963,4
-0.778,0.704,4
-0.966,1.326,4
-0.948,1.325,4
-0.967,1.325,4
-1.009,1.322,4
-0.853,1.331,4
-0.661,0.711,4
-0.998,1.326,4
-1.18,2.946,4
-0.835,0.702,4
-0.91,1.327,4
-0.703,0.709,4
-0.838,1.33,4
-0.821,0.703,4
-0.894,1.329,4
-1.003,1.322,4
-1.126,2.948,4
-0.982,1.325,4
-1.094,1.316,4
-0.989,1.322,4
-1.035,1.32,4
-1.095,1.314,4
-1.029,1.318,4
-0.957,1.323,4
-1.207,2.942,4
-1.17,2.945,4
-1.102,2.318,4
-1.19,2.944,4
-0.95,1.325,4
-0.814,1.331,4
-0.777,0.705,4
-0.881,1.328,4
-0.826,1.332,4
-0.791,0.702,4
-1.021,1.32,4
-0.928,1.326,4
-0.874,1.328,4
-1.017,0.689,4
-0.836,1.331,4
-1.297,2.938,4
-0.255,0.737,4
-0.49,1.353,4
-0.312,0.732,4
-0.608,2.347,4
-0.544,2.846,4
-0.552,2.846,4
-0.539,2.847,4
-0.52,2.848,4
-0.553,2.846,4
-0.549,2.846,4
-0.561,2.846,4
-0.482,2.85,4
-0.516,2.848,4
-0.516,2.848,4
-0.518,2.848,4
-0.516,2.848,4
-0.521,2.848,4
-0.541,2.847,4
-0.566,3.476,4
-0.534,2.847,4
-0.526,2.847,4
-0.563,2.846,4
-0.56,2.846,4
-0.513,2.848,4
-0.531,2.847,4
-0.509,2.848,4
-0.513,2.848,4
-0.399,2.854,4
-0.275,1.228,4
-0.215,1.231,4
-0.259,1.229,4
-0.489,2.849,4
-0.444,2.85,4
-0.47,2.849,4
-0.333,1.226,4
-1.119,2.315,4
-1.106,2.316,4
-0.824,1.331,4
-0.958,2.953,4
-0.889,1.326,4
-1.148,2.945,4
-0.599,0.708,4
-0.668,1.337,4
-0.707,1.335,4
-0.826,0.698,4
-0.901,1.329,4
-0.989,1.324,4
-1.283,2.938,4
-0.772,0.701,4
-0.966,1.321,4
-0.918,0.695,4
-0.865,0.696,4
-0.764,0.701,4
-0.715,0.705,4
-0.616,0.711,4
-0.769,1.334,4
-1.148,1.314,4
-0.601,0.713,4
-1.08,0.686,4
-0.724,0.706,4
-1.006,1.322,4
-0.704,0.706,4
-0.918,1.329,4
-0.8,1.964,4
-1.103,1.948,4
-0.92,1.327,4
-0.944,1.327,4
-0.892,1.328,4
-0.891,1.328,4
-1.061,1.32,4
-0.852,0.701,4
-0.498,0.717,4
-0.975,0.692,4
-0.987,1.322,4
-0.486,1.347,4
-0.801,1.962,4
-0.991,1.321,4
-0.976,1.322,4
-0.923,0.699,4
-0.992,1.324,4
-0.909,0.699,4
-0.834,0.7,4
-0.708,0.706,4
-0.725,0.704,4
-1.241,1.939,4
-0.973,0.69,4
-1.155,2.314,4
-0.928,0.694,4
-0.984,1.323,4
-1.024,1.32,4
-1.14,1.314,4
-1.191,1.943,4
-1.071,1.319,4
-1.306,2.937,4
-1.239,2.31,4
-1.288,2.938,4
-0.97,1.323,4
-0.712,0.706,4
-0.905,1.331,4
-1.164,2.316,4
-0.876,1.962,4
-0.759,0.71,4
-0.599,0.712,4
-0.72,1.337,4
-0.753,1.336,4
-0.758,0.707,4
-0.951,1.326,4
-0.782,0.704,4
-0.962,1.324,4
-0.991,1.324,4
-0.989,1.322,4
-0.947,1.327,4
-0.928,0.696,4
-0.929,1.331,4
-0.782,1.335,4
-0.812,1.333,4
-0.964,1.325,4
-0.793,1.334,4
-0.896,0.696,4
-0.779,0.707,4
-1.207,2.945,4
-1.005,1.322,4
-1.027,0.69,4
-1.086,1.317,4
-1.073,1.317,4
-1.068,1.318,4
-1.281,2.939,4
-1.061,1.318,4
-1.026,1.32,4
-1.177,1.943,4
-1.075,1.319,4
-0.993,0.693,4
-1.079,1.317,4
-1.094,1.317,4
-1.298,2.937,4
-1.292,2.938,4
-1.288,2.938,4
-1.3,2.938,4
-1.299,2.938,4
-1.087,2.949,4
-0.831,0.697,4
-0.874,1.328,4
-0.767,1.333,4
-0.887,1.326,4
-0.969,1.953,4
-0.874,1.328,4
-0.904,1.327,4
-0.92,1.326,4
-0.973,1.323,4
-0.978,1.323,4
-0.919,0.695,4
-0.845,0.699,4
-1.082,1.947,4
-0.929,1.326,4
-0.835,1.331,4
-1.062,1.318,4
-0.883,1.326,4
-0.789,0.702,4
-0.862,1.327,4
-0.806,1.33,4
-1.296,2.938,4
-1.163,1.683,4
-1.072,2.945,4
-0.411,0.714,4
-0.909,0.693,4
-0.781,0.701,4
-0.898,0.695,4
-0.89,0.696,4
-1.21,2.311,4
-0.738,0.701,4
-1.017,0.69,4
-0.934,0.694,4
-1.281,2.939,4
-0.549,0.715,4
0.095,0.73,4
-0.575,0.705,4
-0.164,0.724,4
-0.244,0.723,4
-0.19,0.732,4
-0.379,0.716,4
-0.609,1.334,4
-0.785,2.954,4
-0.683,2.329,4
-0.594,1.964,4
-0.733,0.699,4
-0.88,2.322,4
-0.74,0.697,4
-0.878,2.322,4
-0.924,1.325,4
-0.924,1.325,4
-0.844,0.697,4
-1.056,2.318,4
-0.964,1.324,4
-0.965,1.324,4
-0.832,1.329,4
-0.898,1.324,4
-0.841,1.328,4
-1.008,2.319,4
-0.942,1.692,4
-0.933,1.323,4
-1.0,1.322,4
-1.016,1.318,4
-0.999,1.322,4
-0.66,0.708,4
-0.842,0.696,4
-0.909,1.323,4
-0.997,1.322,4
-0.892,0.696,4
-0.549,2.343,4
-0.665,0.704,4
-0.691,1.333,4
-0.692,1.333,4
-0.691,1.334,4
-0.69,1.334,4
-0.586,0.711,4
-0.783,1.332,4
-0.714,0.704,4
-0.692,0.706,4
-0.696,0.704,4
-0.727,0.704,4
-0.884,2.325,4
-0.605,0.706,4
-0.884,2.325,4
-0.715,0.705,4
-0.764,0.702,4
-0.732,0.704,4
-0.725,0.703,4
-0.671,2.336,4
-0.523,0.709,4
-0.425,0.713,4
-0.648,2.962,4
-0.536,0.706,4
-0.48,0.709,4
-0.671,0.701,4
-0.702,1.328,4
-0.507,0.708,4
-0.636,0.7,4
-0.573,0.705,4
-0.493,1.341,4
-0.44,0.712,4
-0.473,0.713,4
-0.635,1.334,4
-0.593,0.703,4
-0.568,0.713,4
-0.638,0.704,4
-0.82,1.33,4
-0.891,0.697,4
-1.02,2.318,4
-0.842,0.7,4
-0.824,0.699,4
-0.69,0.706,4
-1.089,2.948,4
-0.961,1.323,4
-0.554,0.703,4
-0.549,0.704,4
-0.543,0.705,4
-0.538,0.707,4
-0.61,1.334,4
-0.609,1.334,4
-0.418,2.345,4
-0.39,0.714,4
-0.446,0.711,4
-0.266,0.721,4
-0.418,0.716,4
-0.54,0.712,4
-0.331,0.716,4
-0.346,0.716,4
-0.734,2.337,4
-0.477,0.715,4
-0.721,0.703,4
-0.728,0.703,4
-0.708,2.333,4
-0.598,0.708,4
-0.367,0.722,4
-0.639,0.705,4
-0.861,2.328,4
-0.916,2.956,4
-0.835,1.329,4
-0.895,1.327,4
-0.701,1.337,4
-0.605,0.711,4
-0.624,0.709,4
-0.709,0.706,4
-0.786,0.702,4
-0.911,0.696,4
-0.871,0.697,4
-0.985,2.321,4
-0.778,0.7,4
-0.776,0.7,4
-0.794,1.33,4
-0.463,0.716,4
-0.451,0.718,4
-0.458,0.718,4
-0.426,0.722,4
-0.32,0.733,4
-0.561,2.984,4
-0.349,0.732,4
-0.5,0.71,4
-0.41,0.718,4
-0.615,0.711,4
-0.134,0.735,4
-0.002,2.369,4
-0.197,2.348,4
-0.224,0.724,4
